frame,time_s,particle_id,x_um,y_um,intensity,channel_id,temperature
0,0.0,81,21.55300026914881,35.05932548528359,1054.0281523596634,channel_C,25.0
1,0.03333333333333333,81,20.305818105306695,34.8628759580495,1029.2564210060732,channel_C,25.0
2,0.06666666666666667,81,19.898857620152683,33.58943637035029,1103.969652575223,channel_C,25.0
3,0.1,81,18.62213228071799,33.54512926503483,1135.36686328547,channel_C,25.0
4,0.13333333333333333,81,18.336891066937422,33.61830415814191,1018.0031283860073,channel_C,25.0
5,0.16666666666666666,81,18.315347805432722,33.696676153317426,959.8930849561141,channel_C,25.0
6,0.2,81,18.665712630634445,32.754341644024684,847.2056247598457,channel_C,25.0
7,0.23333333333333334,81,27.95111460933635,36.192416197166835,733.6009173166813,channel_C,25.0
8,0.26666666666666666,81,17.552159523620233,32.59553066523934,593.4474159559918,channel_C,25.0
9,0.3,81,11.985207127452206,28.990459268169342,620.1390430615656,channel_C,25.0
