frame,time_s,particle_id,x_um,y_um,intensity,channel_id,temperature
0,0.0,40,113.72839195741368,25.516440388953832,1431.7192275223608,channel_B,25.0
1,0.03333333333333333,40,114.64731662448034,26.70125449856716,1423.052718430771,channel_B,25.0
2,0.06666666666666667,40,116.21238045767386,26.34335095210209,1311.3270738420845,channel_B,25.0
3,0.1,40,116.46626595211858,26.532115159778247,1480.5823079256058,channel_B,25.0
4,0.13333333333333333,40,116.85757749483192,25.84233598965197,1320.987097617467,channel_B,25.0
5,0.16666666666666666,40,116.95504290426882,25.679174836145616,1502.9169845555216,channel_B,25.0
6,0.2,40,116.1457408462309,26.501153847923575,1362.1505522782977,channel_B,25.0
7,0.23333333333333334,40,116.35413922257703,26.44657679729124,1356.384205829402,channel_B,25.0
8,0.26666666666666666,40,117.08820710626183,26.365656891504294,1103.0529101279926,channel_B,25.0
9,0.3,40,116.69966612043186,26.28710827408423,989.5292503143278,channel_B,25.0
10,0.3333333333333333,40,115.65064293393489,26.423136798578255,940.2617494488179,channel_B,25.0
11,0.36666666666666664,40,115.98150035419937,26.496046336543817,831.0943938740653,channel_B,25.0
12,0.4,40,115.01200625100962,27.271164817200443,781.772948630575,channel_B,25.0
13,0.43333333333333335,40,114.07930426573422,26.843164742015066,789.0102343845655,channel_B,25.0
14,0.4666666666666667,40,113.153169875518,26.73300366560367,653.5756134176006,channel_B,25.0
15,0.5,40,112.00882997687525,26.803402898776895,628.553872016533,channel_B,25.0
16,0.5333333333333333,40,112.63788592140637,26.274683953531532,626.0923588761433,channel_B,25.0
17,0.5666666666666667,40,112.71287309877614,26.0255757516432,548.5856296522084,channel_B,25.0
18,0.6,40,113.91824376239784,26.466679606834504,537.3526884746623,channel_B,25.0
