frame,time_s,particle_id,x_um,y_um,intensity,channel_id,temperature
0,0.0,69,20.99999159910205,37.76634594740549,981.3497398963905,channel_C,25.0
1,0.03333333333333333,69,21.077122532512753,37.62091929330683,1011.3833938470724,channel_C,25.0
2,0.06666666666666667,69,20.13880923428967,38.22060559040272,1010.0192836193352,channel_C,25.0
3,0.1,69,20.636247689548536,37.5836588454101,995.3932244698327,channel_C,25.0
4,0.13333333333333333,69,20.686388934426233,37.91130974921972,1009.5240137228516,channel_C,25.0
5,0.16666666666666666,69,20.637475017987377,37.70766035266039,1030.7825565030598,channel_C,25.0
6,0.2,69,20.76029509340892,37.45974336117662,965.5558111985098,channel_C,25.0
7,0.23333333333333334,69,19.81095333748684,37.372456120919146,957.6365476506833,channel_C,25.0
8,0.26666666666666666,69,19.32948590632179,37.45766515459794,1045.7779500948743,channel_C,25.0
9,0.3,69,19.45216639884295,36.69515413855486,1037.6314080311977,channel_C,25.0
10,0.3333333333333333,69,18.92865731878626,36.090370577071525,999.5539005911387,channel_C,25.0
11,0.36666666666666664,69,19.32227677688777,35.79026437765853,988.4235885932408,channel_C,25.0
12,0.4,69,18.57372570151635,35.89045672217845,1057.3843250709695,channel_C,25.0
13,0.43333333333333335,69,18.500740465535593,34.85183831303123,957.0127574940456,channel_C,25.0
14,0.4666666666666667,69,19.284853601366848,35.39357230463258,959.1839309445749,channel_C,25.0
15,0.5,69,18.82274871753552,36.25075994305992,977.8712204215459,channel_C,25.0
16,0.5333333333333333,69,18.840726315894834,35.766253683823145,892.4367795981535,channel_C,25.0
17,0.5666666666666667,69,7.4917174195627725,37.210936192295236,1117.7299251857958,channel_C,25.0
18,0.6,69,14.966720656621456,42.19020887328113,950.565598478113,channel_C,25.0
19,0.6333333333333333,69,17.768036408091536,36.27005124906575,1068.7531007331663,channel_C,25.0
20,0.6666666666666666,69,17.8100664083045,36.15653544485398,1031.4508312017933,channel_C,25.0
21,0.7,69,17.825245734287986,36.638986319266934,1036.1088115807347,channel_C,25.0
22,0.7333333333333333,69,18.02046422850626,37.39056501656026,1101.3665370064061,channel_C,25.0
23,0.7666666666666666,69,17.519855223685493,37.057153564379796,1039.9923101656377,channel_C,25.0
24,0.8,69,16.851121598183855,36.721061585226174,1014.1058065178571,channel_C,25.0
25,0.8333333333333334,69,16.949640520004,36.99980495531929,1092.4759298994343,channel_C,25.0
26,0.8666666666666667,69,17.841034638035396,36.626240735884664,907.621122336745,channel_C,25.0
27,0.9,69,19.987536750857895,27.175435952116878,1081.8292941445593,channel_C,25.0
28,0.9333333333333333,69,17.235389412620744,35.67687078153801,1021.7903170741026,channel_C,25.0
29,0.9666666666666667,69,18.89314793729446,35.13314381692956,1012.6897892043214,channel_C,25.0
30,1.0,69,18.21343179983111,34.380404764797866,1004.4360758227951,channel_C,25.0
31,1.0333333333333332,69,17.14837278535959,35.29787950824432,1034.9549014070906,channel_C,25.0
32,1.0666666666666667,69,18.19082883840945,34.56280746347451,991.6669126467483,channel_C,25.0
33,1.1,69,17.747628552228203,34.59282170364425,967.9871438898004,channel_C,25.0
34,1.1333333333333333,69,17.450077728931863,33.507637168656046,1020.7453131965102,channel_C,25.0
35,1.1666666666666667,69,18.12721480567396,34.367899844028884,1052.8598264502984,channel_C,25.0
36,1.2,69,19.074209641665067,34.465696510846634,1010.5690931548107,channel_C,25.0
37,1.2333333333333334,69,18.981791063828243,35.2908358135597,1041.4271022716475,channel_C,25.0
38,1.2666666666666666,69,19.415088566981392,34.85170049809585,1053.4944687361185,channel_C,25.0
39,1.3,69,20.46247990234427,36.22890620653662,1050.6061901500516,channel_C,25.0
40,1.3333333333333333,69,19.82952840809546,35.504295155136184,1045.919490805658,channel_C,25.0
41,1.3666666666666667,69,19.970708561319405,35.860112202531695,1048.426505267955,channel_C,25.0
42,1.4,69,19.773312978123133,34.46319520911654,1031.6355147141426,channel_C,25.0
43,1.4333333333333333,69,19.107435862785653,34.25844964173688,908.5595418566011,channel_C,25.0
44,1.4666666666666666,69,19.638555327322926,34.17863610979632,980.3120783187029,channel_C,25.0
45,1.5,69,20.37739351840576,34.14482243505759,1003.0875305857205,channel_C,25.0
46,1.5333333333333332,69,20.714599415954165,33.910836651323486,1058.6896894689112,channel_C,25.0
47,1.5666666666666667,69,21.032983588202306,34.150761966246506,992.2987690712846,channel_C,25.0
48,1.6,69,20.862054120727187,33.8184118943184,1066.6450693024158,channel_C,25.0
49,1.6333333333333333,69,21.563234028992554,34.068055307392584,1089.7244664077907,channel_C,25.0
50,1.6666666666666667,69,21.403263828585054,34.93723805661276,1128.5768168634777,channel_C,25.0
51,1.7,69,22.74643531001809,34.17583249391616,1049.0274797329455,channel_C,25.0
52,1.7333333333333334,69,21.82920815527814,34.39668193645894,983.0545315775552,channel_C,25.0
53,1.7666666666666666,69,21.486173635918895,34.34499072859753,1036.7641491892343,channel_C,25.0
54,1.8,69,21.40347015079284,33.008473726634435,1059.0948803954823,channel_C,25.0
55,1.8333333333333333,69,21.680699124367884,33.894125054357104,940.6152234468146,channel_C,25.0
56,1.8666666666666667,69,22.55536666100889,33.32299988687265,1077.6429472759032,channel_C,25.0
57,1.9,69,23.18956223142055,33.39713644612,991.1401526652097,channel_C,25.0
58,1.9333333333333333,69,22.988573768404244,33.63525612663467,1027.2088856594598,channel_C,25.0
59,1.9666666666666666,69,23.399607755936938,33.6155469944511,964.6229341374291,channel_C,25.0
60,2.0,69,23.301820600626353,34.06470304460399,1071.1821994688344,channel_C,25.0
61,2.033333333333333,69,23.458850404262126,34.59220632721091,922.5366789146774,channel_C,25.0
62,2.0666666666666664,69,24.01684292618833,34.677057210751336,1013.778011490895,channel_C,25.0
63,2.1,69,22.576317794349688,34.134839202095385,991.4917004600399,channel_C,25.0
64,2.1333333333333333,69,22.38955047977265,34.20525054657273,1056.8105620104652,channel_C,25.0
65,2.1666666666666665,69,21.87329243256004,34.87712692335952,995.2757346776286,channel_C,25.0
66,2.2,69,21.313167829719447,34.78595638359898,1080.222309062438,channel_C,25.0
