frame,time_s,particle_id,x_um,y_um,intensity,channel_id,temperature
0,0.0,100,45.83520114813464,27.745713430674506,1150.1380768512113,channel_C,25.0
1,0.03333333333333333,100,46.25715970422807,28.005066079870744,1292.300226402349,channel_C,25.0
2,0.06666666666666667,100,46.45500786712411,28.33369030465478,1224.5078228277498,channel_C,25.0
3,0.1,100,46.1523674029193,27.735029941685436,1248.6288075379491,channel_C,25.0
4,0.13333333333333333,100,45.936309513626746,28.090705117056995,1212.4286652796202,channel_C,25.0
5,0.16666666666666666,100,44.49409173910256,20.599580718970902,1139.2851107241902,channel_C,25.0
6,0.2,100,47.19128302561913,28.750791331378593,1271.1295223331206,channel_C,25.0
7,0.23333333333333334,100,47.655125089683246,29.112653935972244,1190.318307370814,channel_C,25.0
8,0.26666666666666666,100,47.93841077741498,29.298466191969837,1253.665151828547,channel_C,25.0
9,0.3,100,47.78289443729633,29.580777438411857,1198.7786087480554,channel_C,25.0
10,0.3333333333333333,100,46.64609579022314,29.452713753182003,1178.5215544368643,channel_C,25.0
11,0.36666666666666664,100,46.448220773870034,29.041455845420067,1250.4847710404204,channel_C,25.0
12,0.4,100,46.1278361452637,28.905672370507702,1196.8639882439375,channel_C,25.0
13,0.43333333333333335,100,46.01019814242652,29.097650308102185,1341.4852757917395,channel_C,25.0
14,0.4666666666666667,100,45.88225633980474,29.883125017050688,1297.6464469675752,channel_C,25.0
15,0.5,100,46.049999949738094,27.24170116928504,1143.7494041670657,channel_C,25.0
16,0.5333333333333333,100,45.58438952063383,26.80275840455609,1231.4835205867375,channel_C,25.0
17,0.5666666666666667,100,49.97287890088356,22.889468821836356,1210.7193680747005,channel_C,25.0
18,0.6,100,46.98709368666001,25.928438494256746,1182.4434660506051,channel_C,25.0
19,0.6333333333333333,100,46.80738520141738,24.528247277373076,1170.5034627399996,channel_C,25.0
20,0.6666666666666666,100,46.87419897569422,24.813149171540044,1198.3859709320332,channel_C,25.0
21,0.7,100,46.24855827300085,24.613708352778506,1315.6296634163361,channel_C,25.0
22,0.7333333333333333,100,45.58850791290962,24.704719271503535,1253.362538013951,channel_C,25.0
23,0.7666666666666666,100,46.28437379113205,25.409093192442683,1231.3836082592286,channel_C,25.0
24,0.8,100,46.79122618567751,25.822932167940678,1143.5648323350172,channel_C,25.0
25,0.8333333333333334,100,46.776957083109224,25.104851997589773,1004.6167727239299,channel_C,25.0
26,0.8666666666666667,100,47.02250475652798,24.61696846942301,1161.0803878664287,channel_C,25.0
27,0.9,100,47.26119250197067,24.1174422364315,1312.3587205276292,channel_C,25.0
28,0.9333333333333333,100,46.71040403974255,25.67767483171153,1199.450054831917,channel_C,25.0
29,0.9666666666666667,100,45.8419800624488,24.66685653325841,1190.6599716694977,channel_C,25.0
30,1.0,100,44.85893780806468,24.496167042266222,1270.535030858319,channel_C,25.0
31,1.0333333333333332,100,45.02333521828399,25.10180562619705,1228.0404752729328,channel_C,25.0
32,1.0666666666666667,100,45.70569979168855,25.07667658603834,1180.0090957163675,channel_C,25.0
33,1.1,100,46.0121152829559,24.904168800453952,1253.8450608133483,channel_C,25.0
34,1.1333333333333333,100,45.591770427225214,25.74877464691313,1259.0139315738893,channel_C,25.0
35,1.1666666666666667,100,44.41679562146888,24.717730296404298,1366.006037191244,channel_C,25.0
36,1.2,100,44.99622189051565,25.038140390364607,1306.324362599816,channel_C,25.0
37,1.2333333333333334,100,44.99575866187145,24.605371596003845,1204.6739646687324,channel_C,25.0
38,1.2666666666666666,100,44.960184771983805,24.684667291648147,1225.469978120254,channel_C,25.0
39,1.3,100,45.05242024508338,25.33966609334258,1145.6130047572553,channel_C,25.0
40,1.3333333333333333,100,44.683206051932665,24.999296291341263,1213.4366977066986,channel_C,25.0
41,1.3666666666666667,100,44.40215105357515,24.932341369373955,1255.7675527788851,channel_C,25.0
42,1.4,100,44.13008087715718,25.55693606813195,1223.954651380051,channel_C,25.0
43,1.4333333333333333,100,44.39960472808887,24.616533314480773,1154.4256364962466,channel_C,25.0
44,1.4666666666666666,100,43.998045389860295,25.045168384550337,1186.5584630361982,channel_C,25.0
45,1.5,100,43.76398983158865,24.714457561693376,1182.5445221969808,channel_C,25.0
46,1.5333333333333332,100,43.37371494881857,25.251403374751703,1262.9189289936398,channel_C,25.0
47,1.5666666666666667,100,42.984205243796275,25.124794921883332,1260.5078152448034,channel_C,25.0
48,1.6,100,42.737598859472335,24.828353155484677,1231.269831516292,channel_C,25.0
49,1.6333333333333333,100,42.77326496264624,24.887435679355224,1255.6101473070023,channel_C,25.0
50,1.6666666666666667,100,43.037926313732605,25.625644701022054,1207.4658741982212,channel_C,25.0
51,1.7,100,43.60527163139575,25.371461859238988,1172.6088589625006,channel_C,25.0
52,1.7333333333333334,100,45.19765646657278,25.086266098737237,1210.912008584509,channel_C,25.0
53,1.7666666666666666,100,45.75785521013301,25.786021894052514,1231.6762542640972,channel_C,25.0
54,1.8,100,46.18893553392014,25.709605470621756,1241.3432880599432,channel_C,25.0
55,1.8333333333333333,100,46.08800274535743,25.517461980870536,1189.7707264885676,channel_C,25.0
56,1.8666666666666667,100,46.655033592552634,25.3408370409166,1120.4507443013902,channel_C,25.0
57,1.9,100,47.57146168752781,25.891557290789407,1237.6265405066492,channel_C,25.0
58,1.9333333333333333,100,47.78516241094594,26.333242254311468,1111.7258639515442,channel_C,25.0
59,1.9666666666666666,100,47.78447423395418,25.74678706903122,1202.4661067249103,channel_C,25.0
60,2.0,100,48.12415377818175,25.453203062535238,1126.8190217355948,channel_C,25.0
61,2.033333333333333,100,49.07456350439232,25.96739235706294,1292.373149921087,channel_C,25.0
62,2.0666666666666664,100,48.683425731790564,26.244316586050658,1272.5884893940906,channel_C,25.0
63,2.1,100,44.26421061609075,17.69253340249434,1277.3486446594407,channel_C,25.0
64,2.1333333333333333,100,49.9376322932879,24.92990383907753,1149.3833112636084,channel_C,25.0
65,2.1666666666666665,100,49.62384381543814,24.84676243018252,1134.981013140321,channel_C,25.0
66,2.2,100,49.46377699684289,25.439281523794403,1354.910259423034,channel_C,25.0
67,2.2333333333333334,100,49.68080021500804,26.34789707347401,1231.8510023700258,channel_C,25.0
68,2.2666666666666666,100,49.30682937620036,26.13416040979652,1108.5757964780266,channel_C,25.0
69,2.3,100,50.09075400533403,27.62192249191189,1199.0698721994768,channel_C,25.0
70,2.3333333333333335,100,54.94179425338897,22.079030869082736,1170.16740566253,channel_C,25.0
71,2.3666666666666667,100,49.7142881267144,26.552730293505892,1269.2962478368709,channel_C,25.0
72,2.4,100,50.143687223498766,26.518877838635095,1155.819790126005,channel_C,25.0
73,2.433333333333333,100,50.21323382903094,26.9222848115504,1193.9961332182704,channel_C,25.0
