frame,time_s,particle_id,x_um,y_um,intensity,channel_id,temperature
0,0.0,70,37.047684085311325,9.49270853021856,1042.2714801923212,channel_B,37.0
1,0.03333333333333333,70,48.41216811738804,8.41386144048335,1050.244771205214,channel_B,37.0
2,0.06666666666666667,70,36.64515584556242,9.329126736084742,1082.2968922609573,channel_B,37.0
3,0.1,70,37.67121427616717,8.690465495881122,990.985614045225,channel_B,37.0
4,0.13333333333333333,70,37.398570438530626,8.421561474836134,1099.2576335680913,channel_B,37.0
5,0.16666666666666666,70,37.534489429181214,8.32148181002772,1083.2479490153037,channel_B,37.0
6,0.2,70,37.0961696988715,9.057600710595954,1092.5173177526956,channel_B,37.0
7,0.23333333333333334,70,36.13535730466765,9.298379835162846,1032.0211264492032,channel_B,37.0
8,0.26666666666666666,70,36.374846486373585,9.50940837643027,967.4245922908783,channel_B,37.0
9,0.3,70,37.21232702675578,10.10004090396695,954.7633056008053,channel_B,37.0
10,0.3333333333333333,70,36.83138335493635,10.094966747920571,1129.527951915551,channel_B,37.0
11,0.36666666666666664,70,37.86040379743474,10.638170761538715,1168.2849655888797,channel_B,37.0
12,0.4,70,37.35368654440761,10.750955214366869,1069.9162696041815,channel_B,37.0
13,0.43333333333333335,70,36.339718409180634,11.524151934335999,1182.2730666074458,channel_B,37.0
14,0.4666666666666667,70,36.48998762532615,11.573536094771068,1041.9873323821114,channel_B,37.0
15,0.5,70,36.80217931831498,11.510000719898953,1108.7408415436787,channel_B,37.0
16,0.5333333333333333,70,36.11223964486488,11.511341228280656,1048.3468853560646,channel_B,37.0
17,0.5666666666666667,70,35.76523108824567,11.035073838100965,1182.9758197169463,channel_B,37.0
18,0.6,70,34.14140756031155,10.954003098356058,1104.5357179944997,channel_B,37.0
19,0.6333333333333333,70,33.87077892467559,10.908530290262014,1141.3144410268646,channel_B,37.0
20,0.6666666666666666,70,33.935682961420056,11.533393344846841,1172.2326370347846,channel_B,37.0
