frame,time_s,particle_id,x_um,y_um,intensity,channel_id,temperature
0,0.0,4,62.627435900132035,30.832098031821413,1037.49024942498,channel_A,37.0
1,0.03333333333333333,4,63.01916679867998,30.169194954816525,1045.4223765346255,channel_A,37.0
2,0.06666666666666667,4,62.849338092215014,29.21253622561061,1019.9071758857459,channel_A,37.0
3,0.1,4,62.803521684361336,29.505549279231342,1113.530627577144,channel_A,37.0
4,0.13333333333333333,4,62.66126556150792,30.08374168093351,1030.636982724641,channel_A,37.0
5,0.16666666666666666,4,62.80523169156553,29.433160031894623,1080.4353071620496,channel_A,37.0
6,0.2,4,66.16439022599067,37.66350471602993,1070.209220670777,channel_A,37.0
7,0.23333333333333334,4,63.07707239340898,29.042323972456135,1102.5661020443713,channel_A,37.0
8,0.26666666666666666,4,62.99747057759721,28.657156398868302,1053.662036267833,channel_A,37.0
9,0.3,4,63.71029846038029,28.7868755116739,1089.5061881987863,channel_A,37.0
10,0.3333333333333333,4,62.80738328197575,28.353098667600417,1078.7556344168065,channel_A,37.0
11,0.36666666666666664,4,63.41036111243845,27.831552075169366,1060.8859147965263,channel_A,37.0
12,0.4,4,64.77607327208746,26.989595014030478,1164.3256200228552,channel_A,37.0
13,0.43333333333333335,4,64.78182155337848,27.17784772880652,1060.7166865690415,channel_A,37.0
14,0.4666666666666667,4,65.42571754740887,27.452941656261537,1087.6565857194382,channel_A,37.0
15,0.5,4,64.7085609501957,28.665858691504756,1018.0717254566175,channel_A,37.0
16,0.5333333333333333,4,64.19260290448692,28.82261014519495,1096.14157346796,channel_A,37.0
17,0.5666666666666667,4,69.7242515627887,33.724737751317804,1179.7258977953243,channel_A,37.0
18,0.6,4,60.42738294747814,37.696422985704416,1203.2461464317666,channel_A,37.0
19,0.6333333333333333,4,63.98344858045483,30.115729674395414,1031.8990445398204,channel_A,37.0
20,0.6666666666666666,4,64.45345195399558,29.72895750783475,1064.710327500794,channel_A,37.0
21,0.7,4,64.71564705029688,29.954660491775677,1118.593888011269,channel_A,37.0
22,0.7333333333333333,4,64.07881618743787,29.586656356480912,1109.6974242419656,channel_A,37.0
23,0.7666666666666666,4,64.29817247312447,28.621905992358414,1126.5088156176857,channel_A,37.0
24,0.8,4,64.50768396006467,28.22341625195848,965.7678389054628,channel_A,37.0
25,0.8333333333333334,4,64.50839503132907,28.80345959064718,995.6653795886443,channel_A,37.0
26,0.8666666666666667,4,64.81089873574518,29.36366358448502,1057.6105861514789,channel_A,37.0
27,0.9,4,64.39811401873297,29.606381997891514,1025.5562482474277,channel_A,37.0
28,0.9333333333333333,4,64.32296504837383,28.86247791845388,1122.8209889359484,channel_A,37.0
29,0.9666666666666667,4,64.36282765385324,28.14105955991758,1186.230672985457,channel_A,37.0
30,1.0,4,64.68692823207839,27.946870386825328,1095.9782245584686,channel_A,37.0
31,1.0333333333333332,4,64.3584785871976,26.734658635592936,1137.1842974772899,channel_A,37.0
32,1.0666666666666667,4,63.96033810164478,28.11614267273222,1097.8979603944076,channel_A,37.0
33,1.1,4,64.18979913166693,27.82083690247953,1056.1025663599505,channel_A,37.0
34,1.1333333333333333,4,65.77024467671548,28.586365176790213,1099.9152400483079,channel_A,37.0
35,1.1666666666666667,4,56.91678690327112,34.854406452790265,1174.418214304707,channel_A,37.0
36,1.2,4,66.598697033451,28.33780465030981,999.8112495819972,channel_A,37.0
37,1.2333333333333334,4,64.86033895187799,27.930081396729218,1051.1862004517347,channel_A,37.0
38,1.2666666666666666,4,65.23020013117147,19.628993831524223,1066.218812236732,channel_A,37.0
39,1.3,4,65.09366805286943,27.337654260864937,1157.1827182978175,channel_A,37.0
40,1.3333333333333333,4,65.45331306831548,27.658250648452277,1060.033225428753,channel_A,37.0
41,1.3666666666666667,4,65.01003875177622,27.39477796847486,1070.8191337642734,channel_A,37.0
42,1.4,4,64.2251017429915,27.677372545848897,1049.1947036804913,channel_A,37.0
43,1.4333333333333333,4,64.23263896581706,28.386230156302208,1075.4621451761268,channel_A,37.0
44,1.4666666666666666,4,64.5231494253205,26.952940151449997,1086.831861785792,channel_A,37.0
45,1.5,4,65.17921438554013,25.548912847842846,1118.8083764994656,channel_A,37.0
46,1.5333333333333332,4,65.37408091870726,24.562633067473467,1135.215444374784,channel_A,37.0
47,1.5666666666666667,4,65.1692787221353,20.193601439235493,1152.3705101128924,channel_A,37.0
48,1.6,4,65.23069690451175,23.462307693158674,1131.1388030714916,channel_A,37.0
49,1.6333333333333333,4,61.60094486226324,20.269898317375844,1156.1011517417546,channel_A,37.0
50,1.6666666666666667,4,66.30818404434756,22.881919700050656,1059.2033116337457,channel_A,37.0
51,1.7,4,64.9759414634887,22.533320691440995,1136.0453173219603,channel_A,37.0
52,1.7333333333333334,4,64.80252758472861,22.40368659096482,1071.4476003819173,channel_A,37.0
53,1.7666666666666666,4,64.53447411736225,22.268580347692797,1087.7360551479935,channel_A,37.0
