frame,time_s,particle_id,x_um,y_um,intensity,channel_id,temperature
0,0.0,29,32.44123356628795,40.28728776465831,861.0532404318438,channel_A,37.0
1,0.03333333333333333,29,31.89898594360191,39.939398962702505,914.8361357545865,channel_A,37.0
2,0.06666666666666667,29,30.77726767649036,39.860111675904704,912.8743015102116,channel_A,37.0
3,0.1,29,31.829344997470617,41.000364615308165,869.6248034581718,channel_A,37.0
4,0.13333333333333333,29,32.19233172980341,41.84618837965843,848.8939853647577,channel_A,37.0
5,0.16666666666666666,29,32.66555535982554,42.36031208459339,929.646593617274,channel_A,37.0
6,0.2,29,24.53105023994064,48.198839108930464,861.8147130653314,channel_A,37.0
7,0.23333333333333334,29,31.388622254093132,41.99796135320788,903.4271777905554,channel_A,37.0
8,0.26666666666666666,29,31.456658918746303,42.22592086836737,852.8862902802844,channel_A,37.0
9,0.3,29,31.143816175144913,43.44073640416499,895.3376329715131,channel_A,37.0
10,0.3333333333333333,29,31.21174618235982,43.604928828271035,909.5418456310101,channel_A,37.0
11,0.36666666666666664,29,32.338288968515464,43.531148956045776,869.3932280469189,channel_A,37.0
12,0.4,29,32.10428631870085,44.30972452300438,856.5822958480231,channel_A,37.0
13,0.43333333333333335,29,32.33814265892593,43.92591844716499,780.924728578368,channel_A,37.0
14,0.4666666666666667,29,42.54050742917817,51.50941381205117,878.3110800666441,channel_A,37.0
15,0.5,29,32.55362619353432,42.78453656577627,875.3679376417646,channel_A,37.0
16,0.5333333333333333,29,32.69172504394643,43.293370639959235,952.4913300467945,channel_A,37.0
17,0.5666666666666667,29,32.48705604960793,42.87928431716898,862.534837716365,channel_A,37.0
18,0.6,29,32.93883591302442,43.45228568595483,913.7287798106825,channel_A,37.0
19,0.6333333333333333,29,32.22996379948844,42.57672717249657,906.6853661143333,channel_A,37.0
20,0.6666666666666666,29,32.417543507142376,42.64021776454805,912.7836577140555,channel_A,37.0
21,0.7,29,32.90743550624712,43.13100807404915,812.3548467758651,channel_A,37.0
22,0.7333333333333333,29,32.4557504611657,43.65649937534971,814.0795350255671,channel_A,37.0
23,0.7666666666666666,29,32.587390613825406,43.404250360439576,899.4972245026427,channel_A,37.0
